Segment,Sex,#,city,run_frequency,where_run_1,where_run_2,where_run_3,where_run_4,running_experience,why_run_1,why_run_2,why_run_3,why_run_4,why_run_5,why_run_6,why_run_7,why_run_8,why_run_9,why_run_10,why_run_11,why_run_12,why_run_13,why_run_14,why_run_15,interest_buy_shoes_1,interest_buy_shoes_2,interest_buy_shoes_3,interest_buy_shoes_4,interest_buy_shoes_5,interest_buy_shoes_6,type_shoes,three_words_1,three_words_2,three_words_3,expected_spending,difference_easy_to_tell,difference_running_shoes_trainers_1,difference_running_shoes_trainers_2,difference_running_shoes_trainers_3,difference_running_shoes_trainers_4,difference_running_shoes_trainers_5,difference_running_shoes_trainers_6,difference_running_shoes_trainers_7,difference_running_shoes_trainers_8,confidence_right_shoes,more_confident_if_1,more_confident_if_2,more_confident_if_3,more_confident_if_4,more_confident_if_5,more_confident_if_6,more_confident_if_7,more_confident_if_8,more_confident_if_9,more_confident_if_10,know_which_features, most_important_choosing_1, most_important_choosing_2, most_important_choosing_3, most_important_choosing_4, most_important_choosing_5, most_important_choosing_6, most_important_choosing_7, most_important_choosing_8, most_important_choosing_9, most_important_choosing_10, most_important_choosing_11,too_expensive,is_a_hassle,need_expert_advice,benefits_over_trainers,thanks,Score,Start Date (UTC),Submit Date (UTC),Network ID
Full Time Student,Male,uc8wtt9mvalqqah8hs0uc8wtt9m7qx04,Paris,1 to 2 times per week,Sports Hall,Road,,,Intermediate,It helps me keep my mind and body in shape.,,I like to measure myself against others.,,"This helps me to focus on my diet, my nutrition and my hydration.",This helps me feel confident (e) and stronger (e).,,This helps me to improve my physical appearance.,,,,,,,,"I want to improve my performance (eg. Speed, distance, endurance).",,,I want to race.,,,Running Shoes,Comfortable,Lightweight,Painless,Between 150 and 200 €,not agree at all,,,,Technology,Footwear / Comfort,,"Benefits (eg. Speed, movement and comfort)",,Disagree,,,,,It was clear that they corresponded best to my needs,,I knew they were the most comfortable / provided the best footwear,,I knew they were best suited to help me achieve my goals,,Disagree,,Protection against injuries,,,,Maintenance / anti-pronation,Bounce and cushioning,,,,,not agree at all,Totally Agree,Totally Agree,Disagree,0,0,23/02/2020 19:41,23/02/2020 19:44,5a11ea9652
Full Time Student,Male,8yynnxjeeb32egun98yynnf8zib4a7v9,Gargenville,1 to 2 times per week,,,Trail,,Intermediate,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,,This helps me to improve my sex life.,"This helps me to focus on my diet, my nutrition and my hydration.",This helps me feel confident (e) and stronger (e).,This helps me to maintain a relationship with a loved one.,,,"I like to collect new equipment, clothes, shoes, etc.",I love discovering new environments.,This allows me to spend time with friends.,,,I like to improve myself and learn new skills.,"I want to improve my performance (eg. Speed, distance, endurance).",I plan to run more often.,I need to replace old shoes.,,,,Running Shoes,Adhesion,Comfort,Lightness,Between 100 and 150 €,Agree,Design / Style,,Durability,Technology,Footwear / Comfort,,"Benefits (eg. Speed, movement and comfort)",,Agree,,,,I had a positive shopping experience this brand in the past,,,I knew they were the most comfortable / provided the best footwear,,I knew they were best suited to help me achieve my goals,,Neither agree nor disagree,,,,Shock absorption,,,Bounce and cushioning,,Fit and comfort,,,Disagree,Disagree,Totally Agree,Agree,1,0,23/02/2020 19:31,23/02/2020 19:39,a0dd06ccd5
Full Time Student,Male,ke4c9y2qf39vtrglyke4c9ez0p72h5gm,Cannes,1 to 2 times per week,,Road,,,Intermediate,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,,,,I need to replace old shoes.,,,,Running Shoes,Cushioning,,,Between 50 and 100 €,Totally Agree,,,,,,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,,,,I had a positive shopping experience this brand in the past,It was clear that they corresponded best to my needs,,,,I knew they were best suited to help me achieve my goals,,Totally Agree,,Protection against injuries,,Shock absorption,,,,Price,,,,Agree,Neither agree nor disagree,Agree,Agree,1,0,23/02/2020 19:21,23/02/2020 19:25,abc55e1b73
Full Time Student,Male,anra3wok4e47ki3dv8kz50anra3w7pdq,Nice,3 to 4 times a week,,Road,Trail,,Intermediate,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,I like to measure myself against others.,,,This helps me feel confident (e) and stronger (e).,This helps me to maintain a relationship with a loved one.,This helps me to improve my physical appearance.,,,,,,,,,,I need to replace old shoes.,,,,Running Shoes,Comfort,Style,Awards,Between 50 and 100 €,Agree,,,,Technology,,,"Benefits (eg. Speed, movement and comfort)",,Disagree,I saw a respected professional adopt the,,,,It was clear that they corresponded best to my needs,,,,I knew they were best suited to help me achieve my goals,,Neither agree nor disagree,Color / Design,,,,,,Bounce and cushioning,,Fit and comfort,,,Disagree,Disagree,Totally Agree,Agree,1,0,23/02/2020 18:56,23/02/2020 18:59,92830d9399
Full Time Student,Male,4isddl9zspwk5jko0x4isddlrf684l4q,Abi,3 to 4 times a week,,,Trail,,Beginner,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,,,I plan to run more often.,,,,,Sport shoes,Hhfyfyfyf,,,<50 €,Neither agree nor disagree,,,Durability,,,Price,,,not agree at all,,,I knew other people like me had bought them,I had a positive shopping experience this brand in the past,It was clear that they corresponded best to my needs,,,,,,Disagree,,Protection against injuries,,,,Maintenance / anti-pronation,Bounce and cushioning,,,,,Totally Agree,Neither agree nor disagree,not agree at all,Disagree,0,0,23/02/2020 18:58,23/02/2020 18:59,ed1e337ba9
Full Time Student,Male,zyghxtrbjhn3tpdizygh8qem60ko3hgh,Annecy,3 to 4 times a week,,,Trail,Track,Advanced,It helps me keep my mind and body in shape.,,,,,This helps me feel confident (e) and stronger (e).,,,,"I like to collect new equipment, clothes, shoes, etc.",I love discovering new environments.,,,I like to stay abreast of news and trends.,I like to improve myself and learn new skills.,"I want to improve my performance (eg. Speed, distance, endurance).",I plan to run more often.,,I want to race.,,,Running Shoes,Comfort,Durable,Hangs,Between 50 and 100 €,Agree,,,Durability,Technology,,,"Benefits (eg. Speed, movement and comfort)",,Agree,,,,,It was clear that they corresponded best to my needs,,,A (e) ami (e) or even thought I had made the right choice,I knew they were best suited to help me achieve my goals,,Neither agree nor disagree,,,,,,Maintenance / anti-pronation,Bounce and cushioning,,,Adaptation to a given surface (eg. Track rather than road),,Neither agree nor disagree,Neither agree nor disagree,Agree,Totally Agree,1,0,22/02/2020 13:44,22/02/2020 13:50,d2ce2bd132
Full Time Student,Male,74dakr4er5hw99nx74dakr4evbflyhzu,Besançon,1 to 2 times per week,,Road,Trail,Track,Intermediate,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,,This helps me to improve my sex life.,"This helps me to focus on my diet, my nutrition and my hydration.",This helps me feel confident (e) and stronger (e).,,This helps me to improve my physical appearance.,,,I love discovering new environments.,,,I like to stay abreast of news and trends.,,"I want to improve my performance (eg. Speed, distance, endurance).",I plan to run more often.,I need to replace old shoes.,,,,Running Shoes,Lightweight,Powerful,Elegant,Between 150 and 200 €,Agree,Design / Style,Color pallet,Durability,Technology,Footwear / Comfort,Price,"Benefits (eg. Speed, movement and comfort)",,Agree,,,,I had a positive shopping experience this brand in the past,,,I knew they were the most comfortable / provided the best footwear,,I knew they were best suited to help me achieve my goals,,Agree,,,Durability,,Lightness,,,,,Adaptation to a given surface (eg. Track rather than road),,Neither agree nor disagree,Agree,Agree,Agree,1,0,22/02/2020 13:22,22/02/2020 13:26,9a9ea50859
Full Time Student,Male,rl1fttubnkju0mejarl1fttubmbavlv6,Besse sur issole,Sometimes,,Road,Trail,,Intermediate,,,,,,,,This helps me to improve my physical appearance.,,,,,,,,,I plan to run more often.,,,,,Running Shoes,Lightness,Amortized,Technology,Between 150 and 200 €,Totally Agree,,,,Technology,,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,I saw a respected professional adopt the,I knew they were good value for money,,I had a positive shopping experience this brand in the past,,,,,,,Totally Agree,Color / Design,,,,Lightness,Maintenance / anti-pronation,,,,,,Totally Agree,Disagree,Disagree,Totally Agree,1,0,22/02/2020 12:05,22/02/2020 12:18,d4d8e93c2a
Full Time Student,Male,atz76ohfxw20l9c9i09zvuatz76ohtud,Marseilles,Sometimes,,Road,,,Intermediate,It helps me keep my mind and body in shape.,,,,,,,This helps me to improve my physical appearance.,,,,,,,I like to improve myself and learn new skills.,,I plan to run more often.,I need to replace old shoes.,,,,I am not sure),Comfortable,Flexible,Shock,Between 50 and 100 €,Agree,Design / Style,,,,,,,,Totally Agree,,I knew they were good value for money,,I had a positive shopping experience this brand in the past,,,I knew they were the most comfortable / provided the best footwear,,,,Totally Agree,,,,,,,Bounce and cushioning,Price,Fit and comfort,,,Totally Agree,Agree,not agree at all,Totally Agree,0,0,22/02/2020 11:34,22/02/2020 11:41,ed4038f798
Full Time Student,Male,f1grqwg6ahwj5nsyawu4f1grq5diqk8x,clf,1 to 2 times per week,,,Trail,Track,Intermediate,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,,,,I need to replace old shoes.,,,,Running Shoes,Waterproof,Cushioned,Comfort,Between 50 and 100 €,Totally Agree,,,,Technology,,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,,,,I had a positive shopping experience this brand in the past,It was clear that they corresponded best to my needs,,I knew they were the most comfortable / provided the best footwear,,,,Agree,,,,,Lightness,,Bounce and cushioning,,Fit and comfort,,,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,0,0,22/02/2020 10:02,22/02/2020 10:05,4eff088d7f
Full Time Student,Male,zt63snvd7rffbxjrlzt63sr1e4wpwhg4,Beziers,1 to 2 times per week,,Road,,,Advanced,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,,,,I need to replace old shoes.,,,,Running Shoes,Comfort,Strength,And,Between 100 and 150 €,Agree,,,Durability,,,,"Benefits (eg. Speed, movement and comfort)",,Neither agree nor disagree,,I knew they were good value for money,,,,I had seen advertising / promotions / consumer reviews,,,I knew they were best suited to help me achieve my goals,,Agree,,,,,Lightness,,Bounce and cushioning,Price,,,,Disagree,Disagree,Agree,Totally Agree,1,0,22/02/2020 06:04,22/02/2020 06:09,92245e436b
Full Time Student,Male,b52zplg95j2roj67b3va7b4b52zd6qid,Laval,1 to 2 times per week,,Road,,,Intermediate,It helps me keep my mind and body in shape.,,I like to measure myself against others.,,,This helps me feel confident (e) and stronger (e).,,This helps me to improve my physical appearance.,,,,This allows me to spend time with friends.,,I like to stay abreast of news and trends.,,"I want to improve my performance (eg. Speed, distance, endurance).",I plan to run more often.,,I want to race.,,,Running Shoes,Plump,Cushioned,Comfort,Between 100 and 150 €,Totally Agree,,,,Technology,,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,,I knew they were good value for money,I knew other people like me had bought them,,,,,,I knew they were best suited to help me achieve my goals,,Agree,,,,Shock absorption,,,Bounce and cushioning,,Fit and comfort,,,Totally Agree,Agree,Agree,Totally Agree,1,0,22/02/2020 00:03,22/02/2020 00:08,1d9df7da9f
Full Time Student,Male,kffg5s37gphxfufq64tfkffg5s3lr8y6,Martigné-Ferchaud,Sometimes,,,Trail,,Beginner,,,,,,,,,,,I love discovering new environments.,This allows me to spend time with friends.,,,I like to improve myself and learn new skills.,,,I need to replace old shoes.,,,,I am not sure),Good,Grip,Value,Between 100 and 150 €,Totally Agree,,,Durability,,Footwear / Comfort,,"Benefits (eg. Speed, movement and comfort)",,Agree,,I knew they were good value for money,,I had a positive shopping experience this brand in the past,,,,,I knew they were best suited to help me achieve my goals,,Agree,,,,,,Maintenance / anti-pronation,,Price,,Adaptation to a given surface (eg. Track rather than road),,Totally Agree,Totally Agree,Neither agree nor disagree,Totally Agree,0,0,21/02/2020 21:31,21/02/2020 21:35,b273bfa6ff
Full Time Student,Male,6dmlw1mpjjs4ha8vkr8hy6dmlw1mp6aq,Gouy sous bellonne,1 to 2 times per week,,Road,,,Intermediate,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,,,,,,"I set myself a goal of health, eg. losing weight.",,Running Shoes,Shock,Heel,,Between 100 and 150 €,Totally Agree,,,,Technology,,,,,Totally Agree,,,,I had a positive shopping experience this brand in the past,It was clear that they corresponded best to my needs,,I knew they were the most comfortable / provided the best footwear,,,,Totally Agree,,Protection against injuries,,Shock absorption,,,Bounce and cushioning,,,,,Neither agree nor disagree,Agree,Agree,Agree,1,0,21/02/2020 17:46,21/02/2020 17:52,2b72a81cbd
Full Time Student,Male,tneuste1s6bgxjv7jtctneushmzi7up0,Lyon,1 to 2 times per week,,,Trail,,Beginner,,,I like to measure myself against others.,,,,,,,,,,,,,,,,I want to race.,,,Running Shoes,Comfort,,,Between 100 and 150 €,Agree,,,,Technology,,,"Benefits (eg. Speed, movement and comfort)",,Agree,,I knew they were good value for money,,,It was clear that they corresponded best to my needs,,I knew they were the most comfortable / provided the best footwear,,,,Agree,,Protection against injuries,,Shock absorption,,Maintenance / anti-pronation,,,,,,Neither agree nor disagree,Agree,Agree,Agree,0,0,21/02/2020 17:44,21/02/2020 17:47,ef2040cbf7
Full Time Student,Male,8hzolw62jq0wtfzlag8hzolr3j8x8wof,Poitiers,1 to 2 times per week,,Road,,,Intermediate,It helps me keep my mind and body in shape.,,I like to measure myself against others.,,,,,This helps me to improve my physical appearance.,,"I like to collect new equipment, clothes, shoes, etc.",,,It's a way for me to contribute to a cause / charity which is of importance to me.,I like to stay abreast of news and trends.,,"I want to improve my performance (eg. Speed, distance, endurance).",I plan to run more often.,I need to replace old shoes.,,,,Running Shoes,Slight,Aesthetic,Steady,Between 50 and 100 €,Neither agree nor disagree,Design / Style,,,Technology,Footwear / Comfort,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,I saw a respected professional adopt the,I knew they were good value for money,,I had a positive shopping experience this brand in the past,,,,,,,Agree,,,,,Lightness,,Bounce and cushioning,Price,,,,Totally Agree,Agree,Agree,Totally Agree,1,0,21/02/2020 15:15,21/02/2020 15:21,5b60cd6bda
Full Time Student,Male,ciec2ica4ovnihqlkciecurj222pwuqf,Besançon,5 times a week or more,,Road,,,Advanced,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,,"I want to improve my performance (eg. Speed, distance, endurance).",,,,,,Running Shoes,Cushioning,Dynamism,Explosivity,Over 200 €,Totally Agree,,,,,,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,,,,I had a positive shopping experience this brand in the past,,,I knew they were the most comfortable / provided the best footwear,,I knew they were best suited to help me achieve my goals,,Totally Agree,,,,,Lightness,,Bounce and cushioning,,,Adaptation to a given surface (eg. Track rather than road),,Disagree,not agree at all,Agree,Totally Agree,1,0,21/02/2020 12:27,21/02/2020 12:31,5e1b00a2e5
Full Time Student,Male,n7h696o21d2sexajh5z6esxn7h696q7s,Epinay on Barley,3 to 4 times a week,,Road,Trail,Track,Advanced,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,I like to measure myself against others.,,,This helps me feel confident (e) and stronger (e).,,This helps me to improve my physical appearance.,,,,This allows me to spend time with friends.,It's a way for me to contribute to a cause / charity which is of importance to me.,,I like to improve myself and learn new skills.,"I want to improve my performance (eg. Speed, distance, endurance).",,,I want to race.,,,Running Shoes,Lightweight,Comfortable,Absorbs,Between 100 and 150 €,Totally Agree,Design / Style,,,,,Price,"Benefits (eg. Speed, movement and comfort)",,Agree,,,,I had a positive shopping experience this brand in the past,,I had seen advertising / promotions / consumer reviews,,,I knew they were best suited to help me achieve my goals,,Totally Agree,,,,Shock absorption,,,,,Fit and comfort,Adaptation to a given surface (eg. Track rather than road),,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,1,0,21/02/2020 11:49,21/02/2020 11:56,7c7760a822
Full Time Student,Male,denfs4ecuds7efph645denfsb0hhxb90,Troyes,1 to 2 times per week,,Road,,,Advanced,It helps me keep my mind and body in shape.,,,,,,,,,,I love discovering new environments.,,,,,,I plan to run more often.,,,,,Sport shoes,Light,Resistant,Flexible,Between 100 and 150 €,Neither agree nor disagree,,,,Technology,Footwear / Comfort,,,,Agree,,I knew they were good value for money,,I had a positive shopping experience this brand in the past,,,I knew they were the most comfortable / provided the best footwear,,,,Agree,,,,Shock absorption,Lightness,,,,Fit and comfort,,,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,1,0,21/02/2020 11:49,21/02/2020 11:54,c8abdbf085
